OBJECTID,COM,NOMBRE,DIRECCION,REGION,PROVINCIA,SUPERFICIE,PROPIEDAD_,DETALLE_PR,ROL,USO_AREA_V,DETALLE_US,AGNO_APERT,COSTO_CONS,FUENTE_FIN,DETALLE_FU,ADMINISTRA,DETALLE_AD,COSTO_ANUA,SUMINISTRO,DETALLE_RI,CONEXION_R,BAÑOS_ASI,BAÑOS_TRA,NIVEL_CONS,TIPO_ACCES,COSTO_INGR,JUEGOS_INF,CANCHA_FUT,MULTICANCH,MAQUINAS_E,ZONA_PICNI,OTROS_EQUI,ESTACIONAM,BAÑO_DISC,RUTA_ACCES,JUEGOS_ACC,OBSERVACIO,Programa,Shape_Length,Shape_Area
1462,Pudahuel,Plaza Avda. Claudio Arrau, ,13,131,9631.17997505, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,406.271254882933,9631.17997505222
1463,Pudahuel,Plaza Avda. Caudio Arrau, ,13,131,12323.71572862, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,690.118925133352,12323.7157286245
1464,Lo Prado,Plaza Waldo Taff, ,13,131,6550.16427558, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1063.79755934848,6550.16427557905
1465,Lo Prado,Plaza Santa Anita, ,13,131,6105.24983027, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,363.192776951179,6105.24983026839
1466,Pudahuel,Plaza Villa Grecia, ,13,131,11547.25699819, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,728.032751024592,11547.2569981933
1467,Pudahuel,Plaza Luis Beltrán, ,13,131,6981.61442752, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,467.238142784791,6981.61442751751
1468,Pudahuel,Plaza Avda. Claudio Arrau, ,13,131,5434.92196504, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,351.760067708098,5434.92196504283
1469,Pudahuel,Plaza Isla Trelat, ,13,131,5903.79993139, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,309.150079816277,5903.7999313884
1470,Pudahuel,Plaza Lebreles, ,13,131,5476.77061356, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,358.291857341205,5476.77061355694
1471,Estación Central,BANDEJON CALLE CINCO DE ABRIL, ,13,131,40148.61694689, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,4641.90166209032,40148.6169468888
1472,Estación Central,Plaza José Cardín, ,13,131,6245.21989195, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,493.024947333047,6245.2198919512
1473,Santiago,Plazuela Blanco Encalada, ,13,131,7612.28755404, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,457.946891493431,7612.28755404055
1474,Yungay,Plaza de Armas de Yungay, ,8,83,16536.01159918, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,493.267051778465,16536.0115991799
1475,Bulnes,Plaza de Bulnes, ,8,84,15447.24488321, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,498.147938702743,15447.2448832092
1476,San Carlos,Plaza de Armas de San Carlos, ,8,84,15539.67632558, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,488.353254278826,15539.6763255767
1477,San Carlos,Bandejón San Carlos, ,8,84,33077.6378664, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1724.44844079133,33077.6378663976
1478,Maule,Bandejón Culenar, ,7,71,12407.67243196, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1546.03533623418,12407.6724319629
1479,Talca,Bandejón Talca, ,7,71,9084.36079337, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,883.06943170631,9084.36079337063
1480,Talca,Plaza talca Norte, ,7,71,5045.60995285, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,394.008357830544,5045.60995285139
1481,San Joaquín,Parque La Aguada, ,13,131,14423.6660566, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,638.356935675823,14423.6660566048
1482,Villa Alemana,Plazoleta Calle Valparaíso, ,5,58,6866.6057231, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,682.261135143992,6866.60572310199
1483,Las Condes,Parque lineal en Manquehue Sur,Avenida Manquehue Sur,13,131,17463.352097, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2861.67683805894,17463.3520969952
1484,La Granja,Plaza Pedro Lira, ,13,131,7255.61123538, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,698.644819869747,7255.61123537616
1485,La Cisterna,Plaza Manuel Rodriguez, ,13,131,5331.80708348, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,305.047940613272,5331.80708347719
1486,Estación Central,Paseo Palestina, ,13,131,13812.71833827, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,867.697067571636,13812.7183382693
1487,Temuco,Bandejón Aníbal Pinto, ,9,91,7884.98898624, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,765.682243112842,7884.98898623581
1488,Talca,Bandejon Talca Norte, ,7,71,13808.28668723, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1404.19888485473,13808.2866872321
1489,Las Cabras,Plaza de Armas Las Cabras, ,7,61,6926.14529937, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,333.02552603771,6926.14529936918
1490,Las Condes,Plaza en Carlos Peña Otaegui,Carlos Peña Otaegui,13,131,16252.38286027, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,732.812542335598,16252.3828602706
1491,San Joaquín,Plaza Carlo Silva Vildósola, ,13,131,7614.67076429, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,527.764436215595,7614.67076428625
1492,San Joaquín,Plaza Santa Elena, ,13,131,13599.44400094, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,517.143785338497,13599.4440009401
1493,San Joaquín,Plaza Mozart, ,13,131,6167.09942369, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,494.658662864258,6167.09942369149
1494,Las Condes,Plaza Aucanquilcha poniente,Avenida Cuarto Centenario,13,131,8063.40723745, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,367.019860700659,8063.40723744811
1495,San Miguel,Plaza El Llano, ,13,131,5117.65822213, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,254.483623478097,5117.6582221316
1496,Las Condes,Plaza Vía Láctea,Calle Vía Láctea,13,131,5601.75973946, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,703.69582353868,5601.75973946447
1497,Pedro Aguirre Cerda,Parque Centenario, ,13,131,16431.24733586, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1271.76407808201,16431.2473358613
1498,Pedro Aguirre Cerda,Plaza Fraternal, ,13,131,5050.18757483, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,374.494950238597,5050.18757483313
1499,La Granja,Plaza Avda. Padre Esteban Gumucio, ,13,131,7091.40160793, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,658.367504930719,7091.40160793432
1500,Las Condes,Plaza en Isabel la Católica,Calle Isabel la Católica,13,131,4963.3650106, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,418.257946240308,4963.36501059893
1501,San Ramón,Plaza Barcelo Lira, ,13,131,5187.35563233, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,289.643146229657,5187.3556323335
1502,San Ramón,Plaza Vicuña Mackenna, ,13,131,6712.03045196, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,320.201224457166,6712.03045195899
1503,La Cisterna,Plaza Sergio Ceppi, ,13,131,8927.11596738, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,545.898670857031,8927.11596737703
1504,La Cisterna,Plaza Los Bomberos, ,13,131,10261.03921864, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,360.184760378755,10261.0392186385
1505,Vitacura,Parque Mapocho 42k Vitacura,Avenida Costanera Sur,13,131,25774.75465948, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,4038.87837444394,25774.7546594792
1506,La Cisterna,Plaza Doctor Diego Whittaker, ,13,131,6355.8955715, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,316.922838179484,6355.89557150364
1507,Estación Central,Plaza Gaspar de Orense, ,13,131,5494.04420553, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,291.546859704799,5494.04420553222
1508,Chillán,Plaza Santo Domingo, ,8,84,16904.54963565, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,511.536208292891,16904.5496356482
1509,Temuco,Plaza Labranza, ,9,91,5314.67130656, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,330.322740414323,5314.67130656382
1510,Quilleco,Plaza de Armas de Quilleco, ,8,83,14113.40902766, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,464.587002563491,14113.4090276585
1511,Quilleco,Plaza Villa Mercedes, ,8,83,6573.8587351, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,343.479995566485,6573.85873509666
1512,San Joaquín,Parque La Aguada, ,13,131,7983.48298587, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,405.954717505783,7983.48298586735
1513,Las Condes,Parque Quebrada Honda,Avenida del Parque,13,131,32754.80775776, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1641.48150178184,32754.8077577638
1514,Coquimbo,Plaza Fedelez, ,4,41,5705.67273299, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,291.289383471849,5705.67273299463
1515,Pedro Aguirre Cerda,Plaza Dávila, ,13,131,13093.90578012, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,636.014747223072,13093.9057801247
1516,Talca,Plaza de la Independencia, ,7,71,8775.74315899, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,397.370601433709,8775.74315898951
1517,Paine,Parque Sauce, ,13,134,6725.53573106, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,349.8489628832,6725.53573105885
1518,San Joaquín,Plaza El Pinar, ,13,131,5765.67625051, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,297.798972742271,5765.67625051153
1519,Las Condes,Plaza Aucanquilcha oriente,Avenida Cuarto Centenario,13,131,7827.80133287, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,379.087181782707,7827.80133287232
1520,San Ramón,Plaza Ecuador, ,13,131,6762.99337518, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,413.865075831696,6762.99337518277
1521,La Cisterna,Plaza Lo Ovalle, ,13,131,9554.09277409, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,380.39655672892,9554.09277408666
1522,La Cisterna,Plaza Castelar, ,13,131,5252.35832799, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,307.713200001114,5252.35832799378
1523,La Cisterna,Plaza Cervantes, ,13,131,5825.37429388, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,310.110875557823,5825.37429387636
1524,La Cisterna,Plaza Arturo Prat, ,13,131,12236.63912584, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,441.670630908078,12236.6391258413
1525,La Cisterna,Plaza Torreblanca, ,13,131,6270.20814256, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,349.739625990131,6270.2081425635
1526,San Ramón,Plaza America, ,13,131,7537.28125285, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,369.947625054814,7537.28125284847
1527,Las Condes,BANDEJÓN, ,13,131,30004.91185575, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1359.48504733137,30004.9118557493
1528,Vitacura,Área verde Casa Piedra,Avenida San José María Escrivá de Balaguer,13,131,13266.49247986, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,637.568243421564,13266.4924798567
1529,Lo Espejo,Plaza Avda. Ovalle, ,13,131,8495.30498867, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,848.166850509162,8495.30498866982
1530,Lo Espejo,Plaza Pegaso, ,13,131,6132.25169216, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,550.867507565463,6132.25169215958
1531,Lo Espejo,Plaza Las Torres, ,13,131,10688.63815606, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1383.93794287726,10688.6381560632
1532,Cerrillos,Plaza Las Torres, ,13,131,11860.3078647, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1189.83746952062,11860.3078646977
1533,La Pintana,Plaza San Matías, ,13,131,10041.50754224, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,858.862731550286,10041.5075422385
1534,Ñuñoa,Plaza Pucará,Calle Pucará,13,131,13817.47757955, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,520.551399846413,13817.4775795485
1535,Providencia,Plaza Uruguay,Calle Guillermo Acuña,13,131,7532.24618102, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,337.050605411858,7532.24618102169
1536,Providencia,Plaza La Alcaldesa,Avenida Francisco Bilbao,13,131,12850.67215537, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,481.382978016166,12850.6721553694
1537,Ñuñoa,Plaza Guillermo Franke,Calle Román Díaz,13,131,6602.40037398, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,351.617316909918,6602.40037398164
1538,Puente Alto,D2083 Concha y Toro  Angel Pimentel,Concha y Toro  Angel Pimentel,13,132,18310.80676955, , , , , ,0,16301706.6866, , ,MUNICIPAL, ,1505364.80226,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,1187.17536301808,18310.8067695493
1539,Puente Alto, , ,13,132,10247.03603451, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,1030.05647197211,10247.0360345063
1540,Puente Alto, , ,13,132,11543.35591641, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,1615.68491400581,11543.3559164146
1541,Puente Alto,D2116 Roberto Pino  Genaro Salinas (costado cancha),Roberto Pino  Genaro Salinas (costado cancha),13,132,9465.10469982, , , , , ,0,11315472.1619, , ,MUNICIPAL, ,490140.992164,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,Sí,0,No,0,No,No,No,No, ,Parques Urbanos,646.366890313796,9465.10469982185
1542,Puente Alto,D2117 Roberto Pino  Gabriela Mistral . Janequeo (costado cancha),Roberto Pino  Gabriela Mistral . Janequeo (costado cancha),13,132,22810.62112303, , , , , ,0,14150453.6818, , ,MUNICIPAL, ,612941.051681,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,652.089212975811,22810.6211230335
1543,Puente Alto,D2075 Patinodromo,Patinodromo,13,132,6348.00517729, , , , , ,0,28583649.9689, , ,MUNICIPAL, ,2639528.57273,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,Sí, ,0,No,0,No,No,No,No, ,Parques Urbanos,323.005302323531,6348.0051772873
1544,Puente Alto, , ,13,132,6349.07552542, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,389.054254474195,6349.07552541906
1545,Puente Alto,NO ENCONTRADO EN PLANO PDF, ,13,132,11894.19227714, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,1234.7338709202,11894.1922771384
1546,Puente Alto, , ,13,132,9656.6649934, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,450.185221274556,9656.66499339506
1547,Puente Alto,C2016 Creta/La Primavera/Koiko,Creta/La Primavera/Koiko,13,132,8073.18603373, , , , , ,0,12680110.713, , ,MUNICIPAL, ,1170932.14368,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,840.839279392016,8073.18603372597
1548,Puente Alto, , ,13,132,16795.73533587, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,2177.1580108004,16795.7353358718
1549,Puente Alto,C2036 Creta Mar Egeo,Creta Mar Egeo,13,132,26995.41507337, , , , , ,0,44882546.9776, , ,MUNICIPAL, ,4144633.9181,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,2412.14389377934,26995.4150733711
1550,Puente Alto,C2087 Costado pozos,Costado pozos,13,132,22467.70676896, , , , , ,0,121098132.14, , ,MUNICIPAL, ,11182685.9144,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,1161.77692053244,22467.7067689605
1551,Puente Alto, , ,13,132,6169.85847819, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,336.515476515665,6169.85847819032
1552,Puente Alto,D1035 Ernesto Alvear  Av. Concha y Toro  Eyzaguirre,Ernesto Alvear  Av. Concha y Toro  Eyzaguirre,13,132,10501.98969975, , , , , ,0,14234509.324, , ,MUNICIPAL, ,1314471.52902,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,No,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,1563.53643702294,10501.9896997457
1553,Puente Alto,D1110 Cedrón  A. Manuel Bahamondes  4 Oriente,Cedrón  A. Manuel Bahamondes  4 Oriente,13,132,14910.11977748, , , , , ,0,3393934.85722, , ,MUNICIPAL, ,313409.520455,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,No,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,873.795461674585,14910.1197774801
1554,Puente Alto,D1072 Francisco CarbonellIsabel RiquelmeA. Sanchez,Francisco CarbonellIsabel RiquelmeA. Sanchez,13,132,37445.56498551, , , , , ,0,9079256.52706, , ,MUNICIPAL, ,838414.864735,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,792.944516807069,37445.5649855132
1555,Puente Alto,D1076 Eugenio Guzmán con Isabel Riquelme,Eugenio Guzmán con Isabel Riquelme,13,132,37445.56498551, , , , , ,0,9478353.11141, , ,MUNICIPAL, ,875269.03972,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,792.944516807069,37445.5649855132
1556,Puente Alto,D1084 Blanco EncaladaEnrique Faverio,Blanco EncaladaEnrique Faverio,13,132,16551.74381346, , , , , ,0,40460130.6794, , ,MUNICIPAL, ,3736250.30746,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,1100.10970294655,16551.7438134637
1557,La Florida,D1082 Juan MackennaGenaro Prieto,Juan MackennaGenaro Prieto,13,132,91609.75164642, , , , , ,0,20689553.0923, , ,MUNICIPAL, ,1910556.09076,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,20973.699986775,91609.7516464187
1558,Puente Alto,Costados de casas  Enrique Campino, ,13,132,5855.00456091, , , , , ,0,0, , , , ,0,Mixto,"Pozo, Camión Aljibe",NO,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,354.335702158691,5855.00456090999
1559,Puente Alto, , ,13,132,7476.99056315, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,348.358789617665,7476.99056315352
1560,Puente Alto, , ,13,132,6339.49219939, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,835.67602677716,6339.49219938543
1561,Puente Alto, , ,13,132,5009.04875736, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,327.441731063513,5009.04875735724
1562,Puente Alto,A1062 Isaac al rincón,Isaac al rincón,13,132,6420.56668303, , , , , ,0,3512812.745, , ,MUNICIPAL, ,324387.180124,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,No,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,386.261571038413,6420.56668302847
1563,Puente Alto,A1187 Cerro Pina,Cerro Pina,13,132,6093.99466293, , , , , ,0,639660.748283, , ,MUNICIPAL, ,59068.832139,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,No,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,390.184079454281,6093.99466292999
1564,Puente Alto,A1177 Los Faroles (2 áreas),Los Faroles (2 áreas),13,132,5692.80811984, , , , , ,0,8693447.83786, , ,MUNICIPAL, ,802787.747139,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,565.003075661963,5692.80811983933
1565,Puente Alto, , ,13,132,5120.1331694, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,300.46953118739,5120.13316940129
1566,Puente Alto,B1032 ChayavientosBugambilia,ChayavientosBugambilia,13,132,6604.68426158, , , , , ,0,26990144.687, , ,MUNICIPAL, ,2492377.92098,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,615.903482838947,6604.68426158314
1567,Puente Alto,B1037 Apostol Lucas  Maestro Palomo  Apostol Pablo (2 áreas),Apostol Lucas  Maestro Palomo  Apostol Pablo (2 áreas),13,132,14510.37924808, , , , , ,0,5415498.60691, , ,MUNICIPAL, ,500088.803357,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,1174.06953265025,14510.3792480842
1568,Puente Alto,B1041 San Nicolás  San Marcos  Sta Daniela  A. Pimentel (2 áreas),San Nicolás  San Marcos  Sta Daniela  A. Pimentel (2 áreas),13,132,8176.50690717, , , , , ,0,5060173.59752, , ,MUNICIPAL, ,467276.670689,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,763.331357875414,8176.5069071669
1569,Puente Alto, , ,13,132,19405.10060107, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,542.63714475151,19405.100601074
1570,Puente Alto, , ,13,132,5281.26833637, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,899.392415865102,5281.26833637193
1571,Puente Alto, , ,13,132,5503.64250864, , , , , ,0,0, , , , ,0, , , ,NO HAY, , , ,0, , , ,0,No,0,No,No,No,No, ,Parques Urbanos,679.413544022242,5503.64250863946
1572,Puente Alto,C1015 Amadora,Amadora,13,132,31657.37653894, , , , , ,0,1166388.44232, , ,MUNICIPAL, ,107708.974317,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,No,No, ,0,No,0,No,No,No,No, ,Parques Urbanos,1425.8775930701,31657.3765389423
